,28-Jan,,43528,,,,,,05-Mar,,,,,,,,Mar-14,,,,22-Mar,,,,,,Mar-25,,,,,,Apr-11,,,,,,Apr-12,,Apr-17,,,,19-Apr,,,,Apr-22,,,,,,23.04.2019,,,,,,,,01-Apr,,11049,,42125,,.,,,,May-16,,,,,,44682,,,,,,,,46874,,,,,,47239,,,,Jun-21,,,,Julu 23,,,,,,,,Jul-24,,Jul-25,,Jul-26,,,,,,,,,,Sep-02,,,,,,,,Sep-03,,,,Sep-05,,,,19-Sep,,,,,,Sep-20,,Oct-02,,,,,,,,Dec-01,,,,,,03.12.2019,,,,04.12.2019,,,,,,Jan-22,,,,,,Jan-23,,,,Jan-27,,,,,,Jan-29,,,,Feb-05,,,,10-Feb,,,,13-Feb,,,,,,14-Feb,,,,,,19-Feb,,,,20-Feb,,,,,,,,Feb-26,,,,Mar-03,,,,,,Mar-04,,,,,,Mar-09,,,,,
,,,1970.980078,30.12048149,,,2068.290039,33.78378296,1675.840039,35.97122192,1717.830078,35.33568954,,,,,,,2010.590039,31.74603081,,,,,,,,,2464.059961,34.12969208,1626.640039,36.10108185,,,1723.659961,39.0625,1715.8,39.2156868,,,,,,,,,,,1976.380078,24.57002449,1178.809961,66.22516632,,,1757.269922,34.01360703,,,,,1706.280078,38.75968933,,,,,1718.380078,40.16064072,,,1745.259961,38.61003876,2258.080078,37.59398651,2199.290039,34.01360703,2269.4,33.89830399,2269.4,33.89830399,2006.419922,34.36426163,2024.919922,33.33333206,1681.390039,38.9105072,2079.869922,34.48275757,2360.540039,32.89473724,1617.819922,41.32231522,1689.3,42.37288284,1386.940039,44.05286407,1530.97998,44.8430481,1438.67998,48.07692337,1982.290039,35.97122192,1787.480078,44.6428566,1792.940039,41.49377441,2119.980078,43.66812134,1790.9,40.4858284,1909.840039,45.87155914,1915.009961,48.54368973,990.2900391,76.33587646,,,,,1640.769922,43.10344696,1955.65,36.10108185,1771.359961,38.16793823,2085.630078,40,1875.990039,50,1532.67998,40.98360825,,,1622.709961,42.73504257,1652.940039,42.91845322,,,2075.680078,48.3091774,1862.040039,43.85964966,1351.790039,51.81347275,2046.889961,34.12969208,2256.460078,36.6300354,,,1724.839961,33.44481659,,,1054.070039,52.08333206,,,,,,,,,3166.345039,34.01360703,1894.93,34.30531693,,,,,2269.760078,33.38898087,1754.560078,44.94382095,1706.910078,41.32231522,,,1729.324922,34.2465744,,,,,1821.060078,39.76143265,1902.135078,42.1940918,,,1762.564961,41.92872238,,,,,,,,,,,1809.670039,40.5679512,1277.45998,61.3496933,1766.810078,30.21148109,1162.639961,43.10344696,1547.014961,42.37288284,1842.124922,26.00780296,1982.705,44.54343033,1991.13,34.90401459,,,,,,,1478.55998,30.0300293,1565.10998,25.44529343,1766.43,34.07154846,1391.67502,37.45318222,,,1788.795039,33.44481659,1921.495039,32.52032471,1466.114961,40.65040588
,,,1973.159961,45.66210175,,,2071.290039,33.44481659,1678.65,35.58718872,1720.559961,36.6300354,,,,,,,2013.719922,31.84713364,,,,,,,,,2467.05,33.44481659,1629.240039,38.46154022,,,1726.45,35.7142868,1718.380078,38.75968933,,,,,,,,,,,1980.409961,24.75247574,1180.309961,66.66666412,,,1760.2,34.12969208,,,,,1708.969922,37.3134346,,,,,1721.180078,35.84229279,,,1747.809961,39.2156868,2260.709961,38.02281189,2202.330078,32.89473724,2272.359961,33.6700325,2272.359961,33.6700325,2009.159961,36.36363602,2027.869922,33.78378296,1684.030078,37.87878799,2082.830078,33.78378296,2363.669922,31.94888115,1620.469922,37.73584747,1691.690039,41.66666794,1389.240039,43.47826004,1533.25,43.85964966,1440.62002,51.81347275,1985.209961,34.2465744,1789.85,42.37288284,1795.390039,40.98360825,2122.369922,41.84100342,1793.4,40,1911.730078,52.91005325,1917.1,47.8468895,991.6099609,76.33587646,,,,,1643.15,42.01680756,1958.419922,36.10108185,1774.419922,32.57329178,2088.5,34.96503448,1877.940039,51.28205109,1535.109961,41.32231522,,,1625.119922,41.49377441,1655.409961,40.4858284,,,2077.5,54.9450531,1864.419922,42.1940918,1353.690039,52.63158035,2049.93,33.00329971,2259.339961,34.60207748,,,1728.039961,31.25,,,1055.955,53.05039978,,,,,,,,,3169.085078,36.49634933,1897.845039,34.30531693,,,,,2272.945039,31.39717484,1757.23,37.45318222,1709.360078,40.81632614,,,1732.305,33.44481659,,,,,1823.449922,41.84100342,1904.470039,42.82655334,,,1765.270039,36.96857834,,,,,,,,,,,1812.085078,41.40786743,1279.395039,51.94805145,1769.595039,35.90664291,1164.689961,48.66180038,1549.43,41.40786743,1845.795039,27.28512955,1985.105,41.58003998,1993.849922,36.76470566,,,,,,,1482.170039,27.70083046,1569.270039,23.98081589,1769.310078,34.66204453,1394.289961,38.38771439,,,1791.885078,32.36246109,1924.660078,31.54574203,1468.75002,37.80718231
,,,1975.530078,42.37288284,,,2074.330078,32.89473724,1681.419922,35.97122192,1723.390039,35.33568954,,,,,,,2016.840039,32.05128098,,,,,,,,,2469.969922,34.2465744,1631.869922,38.02281189,,,1729.240039,35.97122192,1721.009961,38.02281189,,,,,,,,,,,1984.469922,24.63054276,1181.940039,61.72839355,,,1763.140039,34.01360703,,,,,1711.480078,39.84063721,,,,,1723.740039,39.0625,,,1750.419922,38.31417465,2263.369922,37.59398651,2205.259961,34.12969208,2275.340039,33.5570488,2275.340039,33.5570488,2012.040039,34.72222137,2030.9,33.00329971,1687.090039,32.78688431,2085.830078,33.33333206,2366.819922,31.74603081,1622.880078,41.49377441,1694.059961,42.37288284,1391.640039,41.66666794,1535.409961,46.5116272,1442.57998,50.7614212,1988.1,34.60207748,1792.119922,43.85964966,1797.830078,40.81632614,2124.730078,42.37288284,1795.85,40.98360825,1913.859961,46.94835663,1919.130078,49.26108551,993.0700195,68.4931488,,,,,1645.380078,44.8430481,1961.159961,36.36363602,1777.019922,38.46154022,2090.880078,42.01680756,1880.140039,45.45454407,1537.490039,41.84100342,,,1627.55,41.15226364,1657.709961,43.29004288,,,2079.259961,56.81818008,1866.8,41.84100342,1355.57998,52.91005325,2052.88,33.78378296,2261.799922,40.81632614,,,1731.149922,32.15434265,,,1057.864961,52.49343872,,,,,,,,,3172.024922,34.01360703,1900.795039,33.95585632,,,,,2276.385078,29.069767,1759.760078,39.52569199,1711.835078,40.40404129,,,1735.335078,33.05784988,,,,,1825.939961,40.16064072,1906.974922,39.92015839,,,1768.03,36.16636658,,,,,,,,,,,1814.499922,41.40786743,1281.420039,49.38271713,1772.635078,32.89473724,1166.82502,47.05882263,1551.839961,41.58003998,1849.505,26.91790009,1987.335078,44.8430481,1996.510078,37.66478348,,,,,,,1485.68,28.32861137,1573.20002,25.18891716,1772.435078,32.05128098,1396.764961,40.32258224,,,1795.245039,29.71768188,1927.714961,32.73322296,1471.045039,43.66812134
,,,1978.019922,40.32258224,,,2077.340039,33.11258316,1684.269922,34.96503448,1726.190039,35.7142868,,,,,,,2020.019922,31.54574203,,,,,,,,,2473,32.89473724,1634.480078,38.31417465,,,1731.9,37.59398651,1723.559961,39.2156868,,,,,,,,,,,1988.530078,24.63054276,1183.47998,64.93506622,,,1766.130078,33.44481659,,,,,1714.119922,37.73584747,,,,,1726.630078,34.60207748,,,1753,38.75968933,2266.040039,37.45318222,2208.230078,33.78378296,2278.430078,32.46753311,2278.430078,32.46753311,2014.790039,36.49634933,2033.9,33.33333206,1689.669922,38.75968933,2088.769922,34.01360703,2369.769922,33.89830399,1625.369922,40,1696.430078,42.01680756,1394.190039,39.2156868,1537.62002,45.24886703,1444.65,48.3091774,1990.880078,35.84229279,1794.390039,44.05286407,1800.230078,41.66666794,2127.009961,43.85964966,1798.330078,40.16064072,1915.85,50.25125504,1921.090039,51.02040863,994.4200195,74.07407379,,,,,1647.759961,41.84100342,1964.040039,34.8432045,1779.85,35.46099472,2093.25,42.01680756,1882,53.76343918,1539.95,40.4858284,,,1629.880078,42.91845322,1660.090039,42.1940918,,,2081.2,51.28205109,1869.240039,40.98360825,1357.559961,50.50505066,2055.810078,34.12969208,2264.470039,37.45318222,,,1734.210078,32.67973709,,,1059.73,53.47593689,,,,,,,,,3174.810078,35.90664291,1903.699922,34.42340851,,,,,2279.335078,33.89830399,1762.210078,40.81632614,1714.295039,40.65040588,,,1738.295039,33.78378296,,,,,1828.370039,41.15226364,1909.374922,41.66666794,,,1771.289961,30.72196579,,,,,,,,,,,1816.864961,42.28329849,1282.770039,74.07407379,1775.58,33.89830399,1169.00998,45.5580864,1554.63,35.84229279,1853.245039,26.73796844,1989.685078,42.55319214,1999.239961,36.5630722,,,,,,,1489.18,28.5714283,1577.539961,23.36448669,1775.070039,37.95066452,1399.264961,39.92015839,,,1797.93,37.24394608,1930.73,33.27787018,1473.45998,41.40786743
,,,1980.609961,38.31417465,,,2080.340039,33.33333206,1687.309961,33.00329971,1728.890039,36.90036774,,,,,,,2023.259961,30.86419678,,,,,,,,,2475.869922,34.96503448,1637.259961,35.84229279,,,1734.709961,35.46099472,1726.180078,38.31417465,,,,,,,,,,,1992.409961,25.77319527,1185.02998,64.10256195,,,1769.040039,34.36426163,,,,,1716.619922,40,,,,,1729.140039,39.84063721,,,1755.630078,38.16793823,2268.75,36.90036774,2210.959961,36.49634933,2281.369922,33.89830399,2281.369922,33.89830399,2017.569922,35.84229279,2036.930078,33.00329971,1692.340039,37.45318222,2091.719922,33.89830399,2372.880078,32.15434265,1627.769922,41.66666794,1698.819922,42.01680756,1396.6,41.49377441,1539.809961,45.45454407,1446.72998,48.07692337,1993.659961,35.97122192,1796.7,43.29004288,1802.630078,41.66666794,2129.359961,42.55319214,1800.819922,40.32258224,1917.890039,49.26108551,1923.080078,50.25125504,995.7299805,76.33587646,,,,,1650.280078,39.68254089,1966.740039,37.0370369,1782.780078,34.01360703,2095.759961,39.84063721,1883.919922,52.08333206,1542.390039,40.98360825,,,1632.25,42.37288284,1662.380078,43.66812134,,,2083.05,54.34782791,1871.540039,43.47826004,1359.5,51.81347275,2058.749922,34.01360703,2267.070039,38.31417465,,,1737.349922,31.84713364,,,1061.620039,52.91005325,,,,,,,,,3177.720039,34.36426163,1906.68,33.50083923,,,,,2282.505,31.59557724,1764.755,39.29273224,1716.710078,41.40786743,,,1741.364961,32.52032471,,,,,1830.895039,39.52569199,1911.795039,41.32231522,,,1773.93,37.80718231,,,,,,,,,,,1819.310078,40.89979553,1284.305,65.14658356,1778.489961,34.42340851,1171.30998,43.47826004,1556.805,45.87155914,1857.035078,26.35046196,1992.035078,42.55319214,2001.960078,36.76470566,,,,,,,1492.78,28.01120377,1581.620039,24.63054276,1778.055,33.50083923,1401.77502,39.92015839,,,1800.739961,35.65062332,1933.664961,33.95585632,1475.839961,42.01680756
,,,1983.330078,36.76470566,,,2083.469922,32.05128098,1690,37.17472076,1731.780078,34.72222137,,,,,,,2026.290039,33.00329971,,,,,,,,,2478.859961,33.44481659,1639.859961,38.61003876,,,1737.330078,38.16793823,1728.709961,39.52569199,,,,,,,,,,,1996.419922,25,1186.540039,66.66666412,,,1771.819922,35.97122192,,,,,1719.209961,38.61003876,,,,,1731.990039,34.96503448,,,1758.219922,38.46154022,2271.509961,36.231884,2214.080078,32.05128098,2284.359961,33.44481659,2284.359961,33.44481659,2020.440039,34.8432045,2039.990039,32.78688431,1695.059961,36.76470566,2094.819922,32.25806427,2375.9,33.11258316,1630.169922,41.84100342,1701.190039,42.1940918,1398.97002,42.37288284,1541.990039,45.87155914,1448.759961,49.50495148,1996.480078,35.58718872,1798.980078,43.85964966,1805.069922,40.98360825,2131.740039,42.01680756,1803.330078,39.68254089,1919.919922,49.01960754,1925.090039,49.75124359,997.0400391,76.33587646,,,,,1652.469922,45.87155914,1969.480078,36.49634933,1785.680078,34.48275757,2098.319922,39.0625,1885.930078,49.50495148,1544.909961,39.68254089,,,1634.9,37.73584747,1664.709961,42.91845322,,,2084.969922,51.81347275,1873.880078,42.73504257,1361.47002,50.50505066,2061.78,33.11258316,2269.670039,38.46154022,,,1740.410078,32.67973709,,,1063.595039,50.63291168,,,,,,,,,3180.474922,36.29764175,1909.624922,33.95585632,,,,,2285.695039,31.29890442,1767.299922,39.2156868,1719.120039,41.49377441,,,1744.370039,33.27787018,,,,,1833.349922,40.81632614,1914.264961,40.4858284,,,1776.574922,37.80718231,,,,,,,,,,,1821.714961,41.58003998,1285.83498,65.14658356,1781.389961,34.48275757,1173.389961,48.07692337,1559.22502,41.40786743,1860.735078,27.02702713,1994.455,41.32231522,2004.674922,36.90036774,,,,,,,1496.489961,26.80965233,1585.70002,24.57002449,1781.48,29.15451813,1404.23498,40.73319626,,,1803.764961,33.00329971,1936.724922,32.6264267,1478.245039,41.58003998
,,,1985.569922,44.8430481,,,2086.409961,34.01360703,1692.780078,35.84229279,1734.519922,36.49634933,,,,,,,2029.509961,30.95975304,,,,,,,,,2481.880078,33.11258316,1642.459961,38.46154022,,,1740.080078,36.49634933,1731.290039,38.75968933,,,,,,,,,,,2000.45,24.81389618,1188.07002,65.35947418,,,1774.75,34.12969208,,,,,1721.790039,38.75968933,,,,,1734.540039,39.2156868,,,1760.809961,38.61003876,2274.309961,35.58718872,2216.930078,35.21126938,2287.340039,33.6700325,2287.340039,33.6700325,2023.309961,34.96503448,2042.930078,33.89830399,1697.690039,38.02281189,2097.759961,34.01360703,2379.419922,28.40909004,1632.769922,38.46154022,1703.490039,43.47826004,1401.040039,48.07692337,1544.159961,46.29629517,1450.82998,48.07692337,1999.240039,36.231884,1801.190039,45.24886703,1807.459961,41.84100342,2134.080078,42.73504257,1805.75,41.32231522,1922,48.3091774,1927.069922,50.50505066,998.6700195,61.3496933,,,,,1654.730078,44.24778748,1972.219922,36.49634933,1788.369922,37.3134346,2100.780078,40.65040588,1887.859961,51.81347275,1547.290039,42.1940918,,,1637.130078,44.6428566,1667.119922,41.32231522,,,2086.880078,52.63158035,1876.259961,42.01680756,1363.440039,50.7614212,2064.770039,33.33333206,2272.339961,37.59398651,,,1743.560078,31.74603081,,,1065.72502,46.94835663,,,,,,,,,3183.299922,35.39823151,1912.520039,34.54231262,,,,,2288.905,31.15264893,1769.920039,38.24091721,1721.499922,42.01680756,,,1747.420039,32.84072113,,,,,1835.810078,40.65040588,1916.689961,41.23711395,,,1779.395039,35.46099472,,,,,,,,,,,1824.099922,41.92872238,1287.48498,60.60606003,1784.355,33.72681427,1175.50002,47.39336395,1561.520039,43.5729866,1864.545039,26.31579018,1996.805,42.64392471,2007.545039,34.8432045,,,,,,,1500.10002,27.62430954,1589.939961,23.36448669,1784.820039,29.9401207,1406.755,39.52569199,,,1806.699922,34.07154846,1939.935078,31.20124817,1480.55998,43.19654465
,,,1988.040039,40.16064072,,,2089.409961,33.33333206,1695.559961,35.97122192,1737.319922,35.7142868,,,,,,,2032.630078,32.05128098,,,,,,,,,2484.819922,33.89830399,1645.209961,36.231884,,,1742.7,38.16793823,1733.85,38.9105072,,,,,,,,,,,2004.509961,24.57002449,1189.5,69.44444275,,,1777.680078,34.2465744,,,,,1724.359961,38.9105072,,,,,1737.230078,37.17472076,,,1763.490039,37.3134346,2276.940039,38.16793823,2219.769922,35.08771896,2290.330078,33.33333206,2290.330078,33.33333206,2026,37.0370369,2045.9,33.6700325,1700.290039,38.46154022,2100.680078,34.2465744,2382.430078,33.11258316,1635.1,42.73504257,1705.769922,43.85964966,1403.459961,41.32231522,1546.32998,46.08295059,1452.77998,51.28205109,2002.040039,35.7142868,1803.440039,44.6428566,1809.919922,40.65040588,2136.390039,43.29004288,1808.230078,40.32258224,1924.15,46.29629517,1928.990039,52.08333206,999.9799805,76.33587646,,,,,1656.959961,44.6428566,1975.1,34.72222137,1791.069922,36.90036774,2103.290039,39.84063721,1889.840039,50.50505066,1549.62002,42.91845322,,,1639.440039,43.29004288,1669.55,41.15226364,,,2088.65,56.17977524,1878.609961,42.55319214,1365.4,51.02040863,2067.760078,33.44481659,2274.899922,39.0625,,,1746.639961,32.46753311,,,1067.539961,55.09642029,,,,,,,,,3186.120039,35.46099472,1915.445039,34.2465744,,,,,2292.060078,31.69572067,1772.574922,37.66478348,1723.949922,40.81632614,,,1750.439961,33.11258316,,,,,1838.235078,41.23711395,1919.174922,40.32258224,,,1782.145039,36.42987061,,,,,,,,,,,1826.470039,42.1940918,1289.064961,63.49206161,1787.285078,34.12969208,1177.47502,50.50505066,1563.82502,43.29004288,1868.505,25.25252533,1999.345039,39.29273224,2010.060078,39.76143265,,,,,,,1503.70002,28.01120377,1593.970039,24.44987869,1787.364961,39.37007904,1409.33,38.9105072,,,1809.585078,34.72222137,1943.199922,30.67484665,1483.045039,40.24144745
,,,1990.55,39.84063721,,,2092.430078,33.11258316,1698.219922,37.59398651,1739.959961,38.02281189,,,,,,,2035.719922,32.46753311,,,,,,,,,2487.8,33.6700325,1647.709961,40.16064072,,,1745.469922,36.10108185,1736.419922,38.9105072,,,,,,,,,,,2008.6,24.39024353,1190.97002,68.02721405,,,1780.740039,32.67973709,,,,,1726.930078,39.0625,,,,,1739.859961,38.02281189,,,1766.019922,39.52569199,2279.590039,37.73584747,2222.669922,34.48275757,2293.209961,34.8432045,2293.209961,34.8432045,2028.780078,35.97122192,2048.9,33.33333206,1703.030078,36.49634933,2103.719922,32.89473724,2385.409961,33.6700325,1637.490039,42.01680756,1708.05,43.85964966,1405.77998,43.29004288,1548.540039,45.24886703,1454.740039,51.02040863,2005.059961,33.00329971,1805.730078,43.47826004,1812.340039,41.49377441,2138.8,41.49377441,1810.730078,40,1926.109961,51.28205109,1930.940039,51.28205109,1001.57002,62.5,,,,,1659.209961,44.6428566,1977.840039,36.49634933,1794.009961,34.12969208,2106,36.90036774,1891.8,51.02040863,1552.009961,41.84100342,,,1641.880078,41.15226364,1671.840039,43.66812134,,,2090.559961,52.63158035,1881.090039,40.32258224,1367.340039,51.54639053,2070.710078,33.89830399,2277.560078,37.59398651,,,1749.73,32.36246109,,,1069.38498,54.20054245,,,,,,,,,3188.889961,36.10108185,1918.464961,33.05784988,,,,,2294.989961,34.12969208,1775.220039,37.80718231,1726.345039,41.75365448,,,1753.505,32.6264267,,,,,1840.795039,39.0625,1921.639961,40.4858284,,,1784.935078,35.77817535,,,,,,,,,,,1828.870039,41.75365448,1290.67502,61.91950607,1790.199922,34.30531693,1179.53,48.78048706,1566.35002,39.68254089,1872.314961,26.28120804,2001.620039,43.95604324,2012.895039,35.21126938,,,,,,,1507.28,27.93296051,1598.110078,24.39024353,1790.885078,28.36879349,1411.805,40.32258224,,,1812.505,34.2465744,1946.210078,33.2225914,1485.395039,42.55319214
,,,1992.919922,42.01680756,,,2095.419922,33.33333206,1700.909961,37.17472076,1742.719922,36.10108185,,,,,,,2038.830078,32.05128098,,,,,,,,,2490.75,33.89830399,1650.369922,37.59398651,,,1748.280078,35.46099472,1738.95,39.68254089,,,,,,,,,,,2012.709961,24.44987869,1192.57002,62.5,,,1783.619922,34.60207748,,,,,1729.490039,39.0625,,,,,1742.369922,39.68254089,,,1768.55,39.52569199,2282.359961,36.10108185,2225.569922,34.60207748,,,2296.290039,32.36246109,2031.55,36.10108185,2051.9,33.44481659,1705.8,36.10108185,2106.690039,33.6700325,2388.469922,32.67973709,1639.9,41.32231522,1710.390039,42.73504257,1407.959961,45.66210175,1550.709961,46.08295059,1456.7,51.02040863,2007.830078,36.10108185,1808.040039,43.47826004,1814.690039,42.37288284,2141.059961,44.24778748,1813.180078,40.81632614,1928.090039,50.25125504,1932.990039,49.01960754,1002.909961,75.18797302,,,,,1661.609961,41.66666794,1980.640039,35.7142868,1796.569922,39.0625,2108.430078,41.15226364,1893.75,51.28205109,1554.440039,41.15226364,,,1644.340039,40.4858284,1674.169922,42.91845322,,,2092.119922,64.10256195,1883.430078,42.73504257,1369.27002,51.81347275,2073.689961,33.6700325,2280.08,39.52569199,,,1752.749922,33.11258316,,,1071.264961,53.19149017,,,,,,,,,3191.760078,34.90401459,1921.324922,34.96503448,,,,,2298.085078,32.25806427,1777.885078,37.52345276,1728.745039,41.66666794,,,1756.574922,32.52032471,,,,,1843.274922,40.32258224,1923.989961,42.55319214,,,1787.724922,35.90664291,,,,,,,,,,,1831.270039,41.58003998,1292.270039,62.69592667,1793.08,34.72222137,1181.63498,47.50593948,1568.795039,40.81632614,1875.999922,27.02702713,2004.124922,39.92015839,2015.660078,36.16636658,,,,,,,1510.639961,29.49852562,1602.349922,23.75296974,1793.285078,41.66666794,1414.339961,39.44773102,,,1815.485078,33.50083923,1949.345039,31.74603081,1487.82502,41.15226364
,,,1995.290039,42.01680756,,,2098.590039,31.64556885,1703.690039,35.97122192,1745.490039,36.10108185,,,,,,,2042.090039,30.76922989,,,,,,,,,2493.669922,34.2465744,1652.840039,40.4858284,,,1750.980078,37.0370369,1741.530078,38.61003876,,,,,,,,,,,2016.690039,25.12562752,1194.07998,66.66666412,,,1786.519922,34.48275757,,,,,1732.1,38.31417465,,,,,1744.95,38.9105072,,,1771.15,38.46154022,2284.930078,38.9105072,2228.5,34.01360703,,,2299.269922,33.6700325,2034.45,34.48275757,2054.840039,33.89830399,1708.430078,38.02281189,2109.680078,33.44481659,2391.469922,33.2225914,1642.719922,35.46099472,1712.769922,42.01680756,1411.1,32.05128098,1552.940039,44.8430481,1458.659961,51.02040863,2010.6,36.10108185,1810.290039,44.24778748,1817.090039,41.66666794,2143.469922,41.66666794,1815.709961,39.52569199,1930.119922,49.26108551,1934.919922,51.54639053,1004.25,74.6268692,,,,,1663.869922,44.24778748,1983.440039,35.7142868,1799.75,31.44654083,2110.859961,41.32231522,1895.8,48.78048706,1556.77002,42.91845322,,,1646.7,42.55319214,1676.490039,43.10344696,,,2094.159961,48.78048706,1885.780078,42.55319214,1371.259961,50.25125504,2076.670039,33.5570488,2282.670039,38.75968933,,,1755.83,32.46753311,,,1073.114961,54.05405426,,,,,,,,,3194.53,36.03603745,1924.235078,34.36426163,,,,,2301.174922,32.41490936,1780.310078,41.23711395,1731.174922,41.15226364,,,1759.624922,32.84072113,,,,,1845.749922,40.40404129,1926.335078,42.73504257,,,1790.43,36.96857834,,,,,,,,,,,1833.599922,42.91845322,1293.75002,67.56756592,1795.970039,34.60207748,1183.664961,49.14004898,1571.105,43.38394928,1879.795039,26.31579018,2006.399922,43.95604324,2018.370039,36.90036774,,,,,,,1514.139961,28.65329552,1606.670039,23.09468842,1797.099922,26.21232033,1416.905,39.2156868,,,1818.305,35.52397919,1952.414961,32.67973709,1490.245039,41.40786743
,,,1997.730078,41.49377441,,,2101.55,33.78378296,1706.440039,36.36363602,1748.219922,36.49634933,,,,,,,2045.240039,31.74603081,,,,,,,,,2496.6,34.12969208,1655.490039,37.73584747,,,1753.7,36.90036774,1744.130078,38.46154022,,,,,,,,,,,2020.580078,25.7069416,1195.57998,66.66666412,,,1789.490039,33.6700325,,,,,1734.659961,38.9105072,,,,,1747.6,37.87878799,,,1773.719922,38.9105072,2287.6,37.45318222,2231.380078,34.72222137,,,2302.330078,32.57329178,2037.259961,35.58718872,2057.830078,33.44481659,1711.080078,37.73584747,2112.709961,33.00329971,2394.669922,31.34796333,1645,44.05286407,1715.030078,44.24778748,1412.959961,53.19149017,1555.15,45.24886703,1460.640039,50.50505066,2013.469922,34.8432045,1812.530078,44.8430481,1819.480078,41.84100342,2145.790039,42.91845322,1818.159961,40.81632614,1932.2,48.07692337,1936.969922,48.78048706,1005.6,74.07407379,,,,,1666.040039,46.08295059,1986.309961,34.8432045,1802.359961,38.16793823,2113.490039,38.02281189,1897.709961,52.63158035,1559.22998,40.65040588,,,1649.069922,42.1940918,1678.969922,40.32258224,,,2096.090039,51.81347275,1888.140039,42.37288284,1373.22998,50.7614212,2079.599922,34.12969208,2285.28,38.31417465,,,1758.849922,33.00329971,,,1075.039961,51.81347275,,,,,,,,,3197.355,35.39823151,1927.170039,34.07154846,,,,,2304.149922,33.5570488,1782.774922,40.5679512,1733.549922,42.10526276,,,1762.635078,33.16749573,,,,,1848.18,41.06776047,1928.820039,40.16064072,,,1793.289961,34.90401459,,,,,,,,,,,1836.070039,40.4858284,1295.095039,74.07407379,1798.885078,34.30531693,1185.82502,46.40371323,1573.43498,42.91845322,1883.639961,26.00780296,2008.714961,43.29004288,2021.085078,36.90036774,,,,,,,1517.60998,28.98550797,1610.860078,23.80952454,1799.624922,39.68254089,1419.45998,39.0625,,,1821.235078,34.12969208,1955.535078,32,1492.595039,42.46284485
